Id;ActivityDay;StepTotal;Day
8253242879;4/14/2016;5234;Thu
8253242879;4/15/2016;2672;Fri
8253242879;4/16/2016;9256;Sat
8253242879;4/17/2016;10204;Sun
8253242879;4/18/2016;5151;Mon
8253242879;4/19/2016;4212;Tue
8253242879;4/20/2016;6466;Wed
8253242879;4/21/2016;11268;Thu
8253242879;4/22/2016;2824;Fri
8253242879;4/23/2016;9282;Sat
8253242879;4/24/2016;8905;Sun
8253242879;4/25/2016;6829;Mon
8253242879;4/26/2016;4562;Tue
8253242879;4/27/2016;10232;Wed
8253242879;4/28/2016;2718;Thu
8253242879;4/29/2016;6260;Fri
8378563200;4/12/2016;7626;Tue
8378563200;4/13/2016;12386;Wed
8378563200;4/14/2016;13318;Thu
8378563200;4/15/2016;14461;Fri
8378563200;4/16/2016;11207;Sat
8378563200;4/17/2016;2132;Sun
8378563200;4/18/2016;13630;Mon
8378563200;4/19/2016;13070;Tue
8378563200;4/20/2016;9388;Wed
8378563200;4/21/2016;15148;Thu
8378563200;4/22/2016;12200;Fri
8378563200;4/23/2016;5709;Sat
8378563200;4/24/2016;3703;Sun
8378563200;4/25/2016;12405;Mon
8378563200;4/26/2016;16208;Tue
8378563200;4/27/2016;7359;Wed
8378563200;4/28/2016;5417;Thu
8378563200;4/29/2016;6175;Fri
8378563200;4/30/2016;2946;Sat
8378563200;5/1/2016;11419;Sun
8378563200;5/2/2016;6064;Mon
8378563200;5/3/2016;8712;Tue
8378563200;5/4/2016;7875;Wed
8378563200;5/5/2016;8567;Thu
8378563200;5/6/2016;7045;Fri
8378563200;5/7/2016;4468;Sat
8378563200;5/8/2016;2943;Sun
8378563200;5/9/2016;8382;Mon
8378563200;5/10/2016;6582;Tue
8378563200;5/11/2016;9143;Wed
8378563200;5/12/2016;4561;Thu
8583815059;4/12/2016;5014;Tue
8583815059;4/13/2016;5571;Wed
8583815059;4/14/2016;3135;Thu
8583815059;4/15/2016;3430;Fri
8583815059;4/16/2016;5319;Sat
8583815059;4/17/2016;3008;Sun
8583815059;4/18/2016;3864;Mon
8583815059;4/19/2016;5697;Tue
8583815059;4/20/2016;5273;Wed
8583815059;4/21/2016;8538;Thu
8583815059;4/22/2016;8687;Fri
8583815059;4/23/2016;9423;Sat
8583815059;4/24/2016;8286;Sun
8583815059;4/25/2016;4503;Mon
8583815059;4/26/2016;10499;Tue
8583815059;4/27/2016;12474;Wed
8583815059;4/28/2016;6174;Thu
8583815059;4/29/2016;15168;Fri
8583815059;4/30/2016;10085;Sat
8583815059;5/1/2016;4512;Sun
8583815059;5/2/2016;8469;Mon
8583815059;5/3/2016;12015;Tue
8583815059;5/4/2016;3588;Wed
8583815059;5/5/2016;12427;Thu
8583815059;5/6/2016;5843;Fri
8583815059;5/7/2016;6117;Sat
8583815059;5/8/2016;9217;Sun
8583815059;5/9/2016;9877;Mon
8583815059;5/10/2016;8240;Tue
8583815059;5/11/2016;8701;Wed
8792009665;4/12/2016;2564;Tue
8792009665;4/13/2016;1320;Wed
8792009665;4/14/2016;1219;Thu
8792009665;4/15/2016;2483;Fri
8792009665;4/16/2016;244;Sat
8792009665;4/20/2016;3147;Wed
8792009665;4/21/2016;144;Thu
8792009665;4/22/2016;4068;Fri
8792009665;4/23/2016;5245;Sat
8792009665;4/24/2016;400;Sun
8792009665;4/26/2016;1321;Tue
8792009665;4/27/2016;1758;Wed
8792009665;4/28/2016;6157;Thu
8792009665;4/29/2016;8360;Fri
8792009665;4/30/2016;7174;Sat
8792009665;5/1/2016;1619;Sun
8792009665;5/2/2016;1831;Mon
8792009665;5/3/2016;2421;Tue
8792009665;5/4/2016;2283;Wed
8877689391;4/12/2016;23186;Tue
8877689391;4/13/2016;15337;Wed
8877689391;4/14/2016;21129;Thu
8877689391;4/15/2016;13422;Fri
8877689391;4/16/2016;29326;Sat
8877689391;4/17/2016;15118;Sun
8877689391;4/18/2016;11423;Mon
8877689391;4/19/2016;18785;Tue
8877689391;4/20/2016;19948;Wed
8877689391;4/21/2016;19377;Thu
8877689391;4/22/2016;18258;Fri
8877689391;4/23/2016;11200;Sat
8877689391;4/24/2016;16674;Sun
8877689391;4/25/2016;12986;Mon
8877689391;4/26/2016;11101;Tue
8877689391;4/27/2016;23629;Wed
8877689391;4/28/2016;14890;Thu
8877689391;4/29/2016;9733;Fri
8877689391;4/30/2016;27745;Sat
8877689391;5/1/2016;10930;Sun
8877689391;5/2/2016;4790;Mon
8877689391;5/3/2016;10818;Tue
8877689391;5/4/2016;18193;Wed
8877689391;5/5/2016;14055;Thu
8877689391;5/6/2016;21727;Fri
8877689391;5/7/2016;12332;Sat
8877689391;5/8/2016;10686;Sun
8877689391;5/9/2016;20226;Mon
8877689391;5/10/2016;10733;Tue
8877689391;5/11/2016;21420;Wed
8877689391;5/12/2016;8064;Thu
